student_code,Course,Section,Year,YearSub,school_code
200760182,430000,2,2018,2017,62
200560280,439070,1,2018,2017,62
200560207,432000,4,2018,2017,62
201760176,200310,2,2018,2017,60
201360048,355310,1,2018,2017,61
201760159,200310,4,2018,2017,60
201760022,211310,3,2018,2017,60
200660039,534040,1,2018,2017,62
201360072,355310,4,2018,2017,61
201760031,211310,2,2018,2017,60
201361011,432000,2,2018,2017,62
201060055,388310,2,2018,2017,61
201360005,355310,2,2018,2017,61
201560074,233310,3,2018,2017,60
201460059,244310,1,2018,2017,60
201060056,430000,1,2018,2017,61
201560060,37731R,3,2018,2017,61
201360065,355310,2,2018,2017,61
201460011,244310,4,2018,2017,60
201160073,377310,1,2018,2017,61
201360071,430000,3,2018,2017,62
201560154,233310,4,2018,2017,60
201760055,211310,1,2018,2017,60
201760072,233310,4,2018,2017,60
200660273,430000,1,2018,2017,62
201360029,355310,1,2018,2017,61
201160041,37731P,1,2018,2017,61
201360020,355310,2,2018,2017,61
200760111,430000,3,2018,2017,62
201660017,222310,4,2018,2017,60
201662020,430000,2,2018,2017,62
201160024,37731P,1,2018,2017,61
201460001,244310,4,2018,2017,60
201260172,366310,4,2018,2017,61
201760194,200310,4,2018,2017,60
201260141,366310,1,2018,2017,61
201360073,37731P,1,2018,2017,61
201160005,377310,1,2018,2017,61
201660079,222310,3,2018,2017,60
200760268,431000,3,2018,2017,62
200660045,539901,3,2018,2017,62
200660280,43200R,1,2018,2017,62
200560147,435000,1,2018,2017,62
201160052,377310,3,2018,2017,61
201760147,244310,1,2018,2017,60
201260154,366310,4,2018,2017,61
201060147,233310,2,2018,2017,60
201660055,222310,4,2018,2017,60
201661003,430000,1,2018,2017,61
201060157,432000,2,2018,2017,62
201761056,388310,1,2018,2017,61
201760167,200310,3,2018,2017,60
200760004,43100R,1,2018,2017,62
201460030,233310,3,2018,2017,60
201060070,430000,1,2018,2017,61
200660161,43100R,1,2018,2017,62
201560019,233310,2,2018,2017,60
200660123,539900,3,2018,2017,62
201760162,200310,2,2018,2017,60
200960064,43200P,2,2018,2017,62
201561018,388310,3,2018,2017,61
200760130,432000,2,2018,2017,62
200960041,430000,1,2018,2017,62
201460019,244310,1,2018,2017,60
201060002,432000,2,2018,2017,62
201360007,355310,2,2018,2017,61
201762008,430000,2,2018,2017,62
201560050,244310,1,2018,2017,60
201761054,366310,2,2018,2017,61
200760194,972300,3,2018,2017,62
201760142,200310,1,2018,2017,60
201560040,233310,3,2018,2017,60
201460027,244310,1,2018,2017,60
201160050,37731R,3,2018,2017,61
201260134,366310,4,2018,2017,61
201260104,366310,2,2018,2017,61
201560106,200310,2,2018,2017,60
201160047,37731P,1,2018,2017,61
201360102,37731P,1,2018,2017,61
201460127,355310,3,2018,2017,61
201760189,200310,4,2018,2017,60
201660058,366310,2,2018,2017,61
201660082,244310,4,2018,2017,60
201760146,211310,1,2018,2017,60
200760083,355310,4,2018,2017,61
200760100,433000,1,2018,2017,62
201660109,233310,2,2018,2017,60
200760117,43100R,1,2018,2017,62
201260153,366310,4,2018,2017,61
201660050,222310,1,2018,2017,60
201260156,366310,2,2018,2017,61
201760200,200310,3,2018,2017,60
201260232,37731R,2,2018,2017,61
201760160,200310,1,2018,2017,60
201760133,233310,2,2018,2017,60
200760188,43200P,2,2018,2017,62
201761028,388310,2,2018,2017,61
201760105,211310,2,2018,2017,60
200760171,431000,3,2018,2017,62
201460037,244310,4,2018,2017,60
201760110,211310,3,2018,2017,60
201160007,37731P,1,2018,2017,61
201762024,431000,2,2018,2017,62
201160089,377310,1,2018,2017,61
201160130,972305,1,2018,2017,61
201460021,233310,3,2018,2017,60
200660293,432000,1,2018,2017,62
201661019,430000,3,2018,2017,62
201460159,211310,2,2018,2017,60
200960032,43000P,1,2018,2017,62
201160106,355310,2,2018,2017,61
201560029,233310,4,2018,2017,60
200960047,430000,3,2018,2017,62
201560072,233310,4,2018,2017,60
201260158,366310,2,2018,2017,61
201160004,377310,3,2018,2017,61
201560077,355310,2,2018,2017,61
201760054,244310,4,2018,2017,60
201160053,377310,3,2018,2017,61
200660281,432000,2,2018,2017,62
200960026,43100P,1,2018,2017,62
201560101,211310,2,2018,2017,60
201160109,355310,3,2018,2017,61
201560071,37731R,2,2018,2017,61
200960052,431000,1,2018,2017,62
201760102,233310,3,2018,2017,60
201760009,211310,1,2018,2017,60
201360026,355310,3,2018,2017,61
200760133,431000,2,2018,2017,62
201560034,233310,3,2018,2017,60
200660128,439070,1,2018,2017,62
201660135,355310,3,2018,2017,61
201260151,366310,4,2018,2017,61
200660043,432000,3,2018,2017,62
200660273,431000,2,2018,2017,62
201460092,233310,2,2018,2017,60
201160036,377310,2,2018,2017,61
201360011,355310,4,2018,2017,61
201460111,355310,4,2018,2017,61
200760241,366310,1,2018,2017,61
200760204,430000,1,2018,2017,62
201760036,211310,3,2018,2017,60
201460010,244310,3,2018,2017,60
201661033,377310,2,2018,2017,61
201660066,355310,2,2018,2017,61
201460082,244310,2,2018,2017,60
200760061,430000,3,2018,2017,62
201460025,244310,4,2018,2017,60
200960157,430000,3,2018,2017,62
201061020,432000,3,2018,2017,62
201460142,244310,3,2018,2017,60
200760150,433000,1,2018,2017,62
200660279,43200R,1,2018,2017,62
200960008,430000,2,2018,2017,62
200660010,430000,2,2018,2017,62
201661017,432000,2,2018,2017,62
201660027,222310,3,2018,2017,60
201060052,388310,3,2018,2017,61
201560102,222310,1,2018,2017,60
201760150,200310,2,2018,2017,60
200660289,432000,1,2018,2017,62
201760010,211310,3,2018,2017,60
201762034,200310,4,2018,2017,60
201660091,244310,2,2018,2017,60
200660033,439070,1,2018,2017,62
200760157,431000,1,2018,2017,62
200660251,435000,1,2018,2017,62
201360052,355310,4,2018,2017,61
201561011,38831R,1,2018,2017,61
201160061,37731R,3,2018,2017,61
201060051,430000,1,2018,2017,61
201460176,244310,3,2018,2017,60
200760054,43000R,1,2018,2017,62
200760111,431000,1,2018,2017,62
200760107,43100R,2,2018,2017,62
201560086,233310,2,2018,2017,60
201360070,355310,2,2018,2017,61
201660040,222310,4,2018,2017,60
201260143,366310,4,2018,2017,61
201261012,972300,1,2018,2017,62
201660008,222310,4,2018,2017,60
200760291,972300,3,2018,2017,62
201360109,377311,1,2018,2017,61
200660164,431000,1,2018,2017,62
201660061,222310,4,2018,2017,60
201760166,200310,2,2018,2017,60
201560140,244310,3,2018,2017,60
201560127,233310,2,2018,2017,60
201760137,211310,3,2018,2017,60
200960019,431000,3,2018,2017,62
200660287,972300,4,2018,2017,62
201762026,431000,1,2018,2017,62
201460006,244310,2,2018,2017,60
201761007,377311,1,2018,2017,61
201762027,972300,3,2018,2017,62
200660262,432000,1,2018,2017,62
200760125,43200P,1,2018,2017,62
200660031,539901,6,2018,2017,62
201260235,43100P,1,2018,2017,62
201060094,435000,1,2018,2017,62
201360067,366310,2,2018,2017,61
201060036,430000,1,2018,2017,61
200960006,430000,2,2018,2017,62
201260103,366310,1,2018,2017,61
201660041,222310,3,2018,2017,60
200660041,539900,12,2018,2017,62
201660020,222310,3,2018,2017,60
201661023,431000,3,2018,2017,62
201160120,222310,3,2018,2017,60
201260128,972305,2,2018,2017,61
201360014,355310,4,2018,2017,61
200960073,430000,2,2018,2017,62
201662011,972300,2,2018,2017,62
201260155,366310,3,2018,2017,61
201760192,200310,1,2018,2017,60
201760037,211310,2,2018,2017,60
201260120,366310,4,2018,2017,61
201760050,355310,4,2018,2017,61
201660086,222310,4,2018,2017,60
201760154,200310,1,2018,2017,60
201060024,38831R,1,2018,2017,61
201760012,211310,2,2018,2017,60
201760006,211310,2,2018,2017,60
201060181,233310,4,2018,2017,60
200960045,43100P,1,2018,2017,62
201060044,430000,1,2018,2017,61
200760051,432000,1,2018,2017,62
201460096,222310,4,2018,2017,60
201760038,211310,1,2018,2017,60
201660146,222310,1,2018,2017,60
200660137,432000,2,2018,2017,62
201460032,244310,4,2018,2017,60
201760020,211310,3,2018,2017,60
201660043,222310,4,2018,2017,60
200660023,539900,9,2018,2017,62
201660099,200310,1,2018,2017,60
