student_code,Course,Section,Year,YearSub,school_code
201260129,366310,4,2018,2017,61
201761061,355310,3,2018,2017,61
201660054,222310,4,2018,2017,60
200660146,430000,4,2018,2017,62
201660145,355310,4,2018,2017,61
201661005,43100P,1,2018,2017,62
201760188,200310,4,2018,2017,60
201460061,244310,2,2018,2017,60
201460131,355310,1,2018,2017,61
200960071,432000,3,2018,2017,62
201460013,244310,1,2018,2017,60
201660059,222310,4,2018,2017,60
201660034,222310,1,2018,2017,60
200760114,433000,1,2018,2017,62
201060125,43200R,1,2018,2017,62
200760199,430000,1,2018,2017,62
201660134,222310,3,2018,2017,60
201760028,211310,1,2018,2017,60
200960030,430000,2,2018,2017,62
201160009,37731P,1,2018,2017,61
201761004,366310,2,2018,2017,61
201060006,388310,2,2018,2017,61
201260105,366310,2,2018,2017,61
201660030,211310,3,2018,2017,60
201660117,233310,4,2018,2017,60
201460091,222310,3,2018,2017,60
201461025,439070,1,2018,2017,62
201560054,233310,4,2018,2017,60
200660049,433000,1,2018,2017,62
201360035,355310,4,2018,2017,61
200660024,972300,3,2018,2017,62
201560026,233310,4,2018,2017,60
201460067,244310,4,2018,2017,60
201160064,377310,3,2018,2017,61
201360008,972305,1,2018,2017,61
201560037,233310,2,2018,2017,60
201060033,38831R,1,2018,2017,61
200760113,972300,4,2018,2017,62
201660005,366310,3,2018,2017,61
201560020,233310,3,2018,2017,60
201360041,972305,1,2018,2017,61
201760043,211310,2,2018,2017,60
201760034,211310,2,2018,2017,60
201660078,355310,4,2018,2017,61
200760245,972308,1,2018,2017,61
201762033,43100P,1,2018,2017,62
201360023,355310,4,2018,2017,61
200760209,43000R,1,2018,2017,62
201260181,388310,3,2018,2017,61
200660336,43200P,1,2018,2017,62
201560076,244310,1,2018,2017,60
200760145,433000,1,2018,2017,62
201060042,388310,2,2018,2017,61
201760058,211310,2,2018,2017,60
200960078,439070,2,2018,2017,62
200760138,43100P,1,2018,2017,62
201760076,200310,2,2018,2017,60
201560004,222310,4,2018,2017,60
200960158,432000,3,2018,2017,62
201160003,377310,3,2018,2017,61
200960040,430000,2,2018,2017,62
200760207,972358,1,2018,2017,61
200660314,432000,1,2018,2017,62
201361034,432000,2,2018,2017,62
200760068,388310,3,2018,2017,61
200760085,377310,1,2018,2017,61
201161014,439070,1,2018,2017,62
201660046,222310,4,2018,2017,60
200660159,432000,1,2018,2017,62
201560047,233310,4,2018,2017,60
201661013,430000,2,2018,2017,62
200660138,432000,3,2018,2017,62
200760003,439070,1,2018,2017,62
201260147,972306,1,2018,2017,61
201660009,222310,3,2018,2017,60
201160127,433000,1,2018,2017,62
201160107,366310,3,2018,2017,61
201360075,388310,2,2018,2017,61
201561009,38831R,1,2018,2017,61
200660296,431000,3,2018,2017,62
200760036,43100P,1,2018,2017,62
201061020,430000,3,2018,2017,62
201260220,388310,3,2018,2017,61
201360012,972305,1,2018,2017,61
201460164,244310,1,2018,2017,60
201762003,431000,3,2018,2017,62
201660022,222310,1,2018,2017,60
201760171,200310,3,2018,2017,60
201060089,388310,2,2018,2017,61
201660101,200310,3,2018,2017,60
201761002,430000,3,2018,2017,62
201360111,211310,2,2018,2017,60
200760168,431000,2,2018,2017,62
201760025,211310,1,2018,2017,60
201460113,222310,3,2018,2017,60
200660054,439070,1,2018,2017,62
201761060,355310,3,2018,2017,61
201260171,366310,1,2018,2017,61
200760236,366310,2,2018,2017,61
200660192,431000,3,2018,2017,62
200960080,43000R,1,2018,2017,62
201260182,972306,3,2018,2017,61
200760065,972308,1,2018,2017,61
200660075,432000,2,2018,2017,62
201160017,377310,1,2018,2017,61
201460145,377310,1,2018,2017,61
201260157,366310,1,2018,2017,61
201160030,377310,3,2018,2017,61
201460014,244310,2,2018,2017,60
201760044,244310,2,2018,2017,60
201260208,366310,3,2018,2017,61
201260152,972306,1,2018,2017,61
201660075,222310,3,2018,2017,60
200960075,430000,3,2018,2017,62
201760029,211310,3,2018,2017,60
200760175,43100R,1,2018,2017,62
201060116,377310,1,2018,2017,61
201060015,430000,1,2018,2017,61
200760164,431000,3,2018,2017,62
201060179,222310,1,2018,2017,60
201560025,244310,3,2018,2017,60
201761010,366310,4,2018,2017,61
201660089,244310,2,2018,2017,60
200560222,972300,2,2018,2017,62
201560038,233310,3,2018,2017,60
200660123,439070,1,2018,2017,62
201060083,388310,1,2018,2017,61
201560083,366310,4,2018,2017,61
201360090,211310,3,2018,2017,60
201762005,43200R,1,2018,2017,62
201760024,211310,1,2018,2017,60
200960098,430000,3,2018,2017,62
201760191,200310,4,2018,2017,60
200760075,366310,2,2018,2017,61
200660323,539900,11,2018,2017,62
201760008,211310,2,2018,2017,60
200960122,38831R,2,2018,2017,61
200960054,430000,3,2018,2017,62
200560147,430000,4,2018,2017,62
201460028,244310,1,2018,2017,60
201460112,200310,2,2018,2017,60
201461026,43000P,1,2018,2017,62
200960048,431000,3,2018,2017,62
201761052,377310,2,2018,2017,61
200760136,431000,3,2018,2017,62
200660189,431000,3,2018,2017,62
201561012,43000P,1,2018,2017,62
201660018,222310,1,2018,2017,60
201560023,233310,4,2018,2017,60
201360049,355310,1,2018,2017,61
201460094,200310,4,2018,2017,60
201460071,244310,3,2018,2017,60
201361014,534040,1,2018,2017,62
201760014,211310,1,2018,2017,60
201260149,366310,3,2018,2017,61
201561015,43200R,1,2018,2017,62
200660034,439070,2,2018,2017,62
201761057,244310,4,2018,2017,60
201661002,38831R,1,2018,2017,61
201660073,972306,1,2018,2017,61
201560068,233310,4,2018,2017,60
200660327,972300,3,2018,2017,62
201762029,431000,1,2018,2017,62
201260108,972356,1,2018,2017,61
201460062,355310,1,2018,2017,61
201560058,377310,3,2018,2017,61
201561044,972300,2,2018,2017,62
201260102,366310,3,2018,2017,61
201360082,355310,3,2018,2017,61
201260269,37731P,1,2018,2017,61
201762037,432000,2,2018,2017,62
201760002,233310,2,2018,2017,60
201561003,972308,2,2018,2017,61
201661007,972356,1,2018,2017,61
200760250,43100P,1,2018,2017,62
200760120,431000,1,2018,2017,62
201360093,233310,3,2018,2017,60
201760180,200310,3,2018,2017,60
201660137,222310,4,2018,2017,60
201160063,366310,2,2018,2017,61
200660048,439070,1,2018,2017,62
201060075,38831R,3,2018,2017,61
200660136,433000,1,2018,2017,62
200660137,431000,2,2018,2017,62
201461004,433000,1,2018,2017,62
201060034,430000,1,2018,2017,61
200660096,539900,1,2018,2017,62
201261019,439070,2,2018,2017,62
201560005,233310,2,2018,2017,60
201060184,244310,3,2018,2017,60
201460049,244310,3,2018,2017,60
201761018,366310,3,2018,2017,61
201762038,972300,4,2018,2017,62
200760064,430000,1,2018,2017,61
200660176,431000,2,2018,2017,62
201460110,430000,1,2018,2017,61
200960058,43000P,1,2018,2017,62
201060067,388310,2,2018,2017,61
201761049,388310,3,2018,2017,61
201760141,200310,2,2018,2017,60
200960016,430000,3,2018,2017,62
201560057,244310,3,2018,2017,60
201160022,37731R,3,2018,2017,61
201661030,377310,3,2018,2017,61
201562010,435000,1,2018,2017,62
200660256,433000,1,2018,2017,62
201760068,355310,4,2018,2017,61
201060043,388310,2,2018,2017,61
201160128,244310,2,2018,2017,60
200660006,433000,1,2018,2017,62
200660286,432000,1,2018,2017,62
201360037,972305,1,2018,2017,61
200660009,432000,3,2018,2017,62
201060156,430000,1,2018,2017,62
200760079,37731R,3,2018,2017,61
201760178,200310,3,2018,2017,60
201760158,200310,4,2018,2017,60
201660016,222310,4,2018,2017,60
200660300,433000,1,2018,2017,62
201460024,233310,4,2018,2017,60
201762025,431000,1,2018,2017,62
201060011,388310,3,2018,2017,61
201660072,244310,3,2018,2017,60
201660035,222310,1,2018,2017,60
201460157,377310,1,2018,2017,61
200760155,972300,1,2018,2017,62
201560044,233310,2,2018,2017,60
200960082,432000,2,2018,2017,62
200660254,432000,1,2018,2017,62
201360078,972305,2,2018,2017,61
201660105,233310,2,2018,2017,60
201760203,200310,2,2018,2017,60
201660076,244310,3,2018,2017,60
201761043,388310,1,2018,2017,61
201761023,366310,3,2018,2017,61
201460008,244310,1,2018,2017,60
201760046,233310,4,2018,2017,60
201061020,432000,4,2018,2017,62
201760059,244310,3,2018,2017,60
201360032,355310,3,2018,2017,61
201561019,43000R,1,2018,2017,62
201761039,388310,3,2018,2017,61
200960067,430000,2,2018,2017,62
201461003,432000,3,2018,2017,62
201762004,432000,2,2018,2017,62
201260174,366310,4,2018,2017,61
201660033,222310,1,2018,2017,60
200660010,432000,1,2018,2017,62
201361019,431000,1,2018,2017,62
201760128,222310,1,2018,2017,60
200760195,43000P,1,2018,2017,62
200660297,432000,3,2018,2017,62
201260148,366310,1,2018,2017,61
200660209,431000,2,2018,2017,62
201461011,439070,2,2018,2017,62
200660004,439070,2,2018,2017,62
201560062,244310,2,2018,2017,60
201360018,355310,3,2018,2017,61
201760151,200310,3,2018,2017,60
201760186,200310,2,2018,2017,60
200760128,430000,3,2018,2017,62
201460012,244310,1,2018,2017,60
200960066,43000R,1,2018,2017,62
201760026,211310,3,2018,2017,60
201260160,388310,1,2018,2017,61
201160146,430000,3,2018,2017,62
201060137,244310,3,2018,2017,60
201660100,211310,1,2018,2017,60
201760195,211310,3,2018,2017,60
201460005,244310,3,2018,2017,60
200960024,432000,2,2018,2017,62
200960029,430000,3,2018,2017,62
201460060,244310,4,2018,2017,60
201260121,366310,3,2018,2017,61
201360128,200310,3,2018,2017,60
201460057,244310,1,2018,2017,60
201160011,377310,1,2018,2017,61
201060022,388310,3,2018,2017,61
201460078,355310,2,2018,2017,61
201560049,244310,4,2018,2017,60
201460023,244310,1,2018,2017,60
201760148,222310,3,2018,2017,60
200960114,355310,2,2018,2017,61
201360143,244310,4,2018,2017,60
201260111,366310,1,2018,2017,61
201360056,355310,4,2018,2017,61
201760210,222310,4,2018,2017,60
201160038,37731P,1,2018,2017,61
200660294,433000,1,2018,2017,62
201560052,233310,3,2018,2017,60
201560028,233310,4,2018,2017,60
201760143,233310,4,2018,2017,60
201660140,211310,2,2018,2017,60
201762032,430000,3,2018,2017,62
200960009,430000,1,2018,2017,62
201360002,244310,3,2018,2017,60
201560018,233310,3,2018,2017,60
201660065,222310,3,2018,2017,60
200660075,435000,1,2018,2017,62
201260242,972306,2,2018,2017,61
200960074,432000,1,2018,2017,62
201760070,211310,2,2018,2017,60
200660292,439070,1,2018,2017,62
201360055,355310,1,2018,2017,61
201760196,200310,1,2018,2017,60
201660037,222310,1,2018,2017,60
201160046,377310,1,2018,2017,61
201660081,233310,4,2018,2017,60
201360015,355310,1,2018,2017,61
201561017,432000,1,2018,2017,62
201761042,430000,1,2018,2017,61
201460163,200310,2,2018,2017,60
201760149,200310,4,2018,2017,60
201460063,377310,1,2018,2017,61
200760179,534040,1,2018,2017,62
201660010,222310,1,2018,2017,60
201760204,222310,1,2018,2017,60
201760187,200310,4,2018,2017,60
201461016,431000,2,2018,2017,62
200760017,430000,2,2018,2017,62
201060030,388310,3,2018,2017,61
201360101,377310,1,2018,2017,61
200660124,439070,1,2018,2017,62
201561014,43200R,1,2018,2017,62
201660142,222310,3,2018,2017,60
201460054,244310,4,2018,2017,60
201760156,200310,2,2018,2017,60
201560094,355310,1,2018,2017,61
200760118,43100R,1,2018,2017,62
201760201,233310,3,2018,2017,60
200660156,431000,2,2018,2017,62
201360013,355310,1,2018,2017,61
201661006,433000,1,2018,2017,62
201160093,37731R,3,2018,2017,61
201460003,244310,2,2018,2017,60
200960119,972357,1,2018,2017,61
200760106,43100P,1,2018,2017,62
200660028,972300,3,2018,2017,62
200960109,366310,4,2018,2017,61
201460039,366310,4,2018,2017,61
201260236,433000,1,2018,2017,62
201761058,355310,2,2018,2017,61
201562010,430000,2,2018,2017,62
201361020,430000,3,2018,2017,62
201660070,355310,3,2018,2017,61
201160034,377310,2,2018,2017,61
201160057,366310,1,2018,2017,61
201260107,366310,3,2018,2017,61
201060031,388310,1,2018,2017,61
201760144,233310,2,2018,2017,60
200560147,431000,2,2018,2017,62
201760197,200310,4,2018,2017,60
200760227,355310,1,2018,2017,61
201762018,431000,1,2018,2017,62
201260233,38831R,3,2018,2017,61
200760072,388310,1,2018,2017,61
200760280,244310,1,2018,2017,60
200760252,972307,1,2018,2017,61
201460105,388310,2,2018,2017,61
200760108,431000,2,2018,2017,62
201360021,972305,1,2018,2017,61
201260112,366310,1,2018,2017,61
200960073,431000,2,2018,2017,62
200960162,388310,3,2018,2017,61
201561010,432000,2,2018,2017,62
201660127,366310,4,2018,2017,61
201761035,388310,2,2018,2017,61
201461009,430000,3,2018,2017,62
201361017,435000,1,2018,2017,62
201060018,38831R,3,2018,2017,61
201360010,355310,1,2018,2017,61
201762026,430000,2,2018,2017,62
201460020,244310,2,2018,2017,60
200960019,432000,3,2018,2017,62
200960133,439070,2,2018,2017,62
201060094,431000,1,2018,2017,62
201560144,355310,1,2018,2017,61
201560051,233310,2,2018,2017,60
201060157,430000,2,2018,2017,62
201760179,200310,1,2018,2017,60
201660063,222310,4,2018,2017,60
201560128,366310,2,2018,2017,61
201361016,435000,1,2018,2017,62
201761040,366310,2,2018,2017,61
201461006,433000,1,2018,2017,62
201160111,222310,3,2018,2017,60
201360053,355310,3,2018,2017,61
201560065,244310,1,2018,2017,60
200560062,432000,4,2018,2017,62
201260197,366310,1,2018,2017,61
200660175,431000,2,2018,2017,62
201762007,972300,2,2018,2017,62
200760067,972308,1,2018,2017,61
201760127,244310,2,2018,2017,60
200660209,432000,2,2018,2017,62
201560030,233310,4,2018,2017,60
200960171,972305,1,2018,2017,61
201160097,377310,2,2018,2017,61
201760016,211310,1,2018,2017,60
200660294,43200P,1,2018,2017,62
200960024,431000,1,2018,2017,62
201660083,222310,4,2018,2017,60
201660047,222310,4,2018,2017,60
201160018,377310,1,2018,2017,61
200960033,430000,3,2018,2017,62
201760101,244310,3,2018,2017,60
201360132,430000,1,2018,2017,62
201760069,355310,3,2018,2017,61
200660005,433000,1,2018,2017,62
201762030,431000,1,2018,2017,62
201760157,200310,3,2018,2017,60
201760165,200310,3,2018,2017,60
201360024,355310,1,2018,2017,61
200760137,435000,1,2018,2017,62
200660171,433000,1,2018,2017,62
201762003,432000,3,2018,2017,62
201660064,244310,4,2018,2017,60
200660146,435000,1,2018,2017,62
201460165,200310,2,2018,2017,60
201760113,233310,3,2018,2017,60
201060005,388310,3,2018,2017,61
201361003,439070,2,2018,2017,62
201660088,355310,3,2018,2017,61
201661029,388310,2,2018,2017,61
201560067,37731P,1,2018,2017,61
201761046,972358,1,2018,2017,61
201460066,244310,1,2018,2017,60
201460051,244310,2,2018,2017,60
201060053,38831R,3,2018,2017,61
201560039,222310,1,2018,2017,60
201660080,222310,1,2018,2017,60
201060071,432000,2,2018,2017,62
201760007,211310,1,2018,2017,60
201060047,430000,1,2018,2017,61
201360039,388310,2,2018,2017,61
201762036,430000,3,2018,2017,62
200760094,431000,1,2018,2017,62
200660038,972300,3,2018,2017,62
200960042,430000,3,2018,2017,62
200660307,430000,3,2018,2017,62
201460076,244310,4,2018,2017,60
201060054,388310,2,2018,2017,61
200760198,355310,1,2018,2017,61
201160025,377310,3,2018,2017,61
201360136,355310,3,2018,2017,61
201760209,233310,3,2018,2017,60
200960082,439070,2,2018,2017,62
200660019,432000,3,2018,2017,62
201461022,430000,3,2018,2017,62
201760198,233310,4,2018,2017,60
201760030,211310,3,2018,2017,60
201762007,972300,1,2018,2017,62
201660092,211310,2,2018,2017,60
201260193,430000,2,2018,2017,62
201460053,244310,1,2018,2017,60
200760288,355310,1,2018,2017,61
201460079,366310,3,2018,2017,61
201160020,37731P,1,2018,2017,61
200760214,972306,1,2018,2017,61
201760161,200310,2,2018,2017,60
200660323,539900,6,2018,2017,62
201360033,355310,1,2018,2017,61
201360019,355310,2,2018,2017,61
201560003,233310,3,2018,2017,60
201160072,431000,3,2018,2017,62
201560069,355310,3,2018,2017,61
201260221,366310,1,2018,2017,61
